gt_x,gt_y,gt_psi,gt_v,f_x,f_y,f_psi,f_v,e_x,e_y,e_psi,e_v
3.0238,3.0238,0.785398,1.9237,2.34772,3.06876,0.780051,-0.202757,0.676088,-0.0449549,0.00534741,2.12645
3.15983,3.15983,0.785398,1.93133,3.01246,3.35461,0.779909,-0.797113,0.147371,-0.19478,0.00548928,2.72844
3.29639,3.29639,0.785398,1.93819,3.45393,3.30125,0.779886,-1.25628,-0.157532,-0.00485353,0.00551208,3.19447
3.43345,3.43345,0.785398,1.94437,3.30354,3.06815,0.779888,-1.37066,0.129906,0.365301,0.00550998,3.31503
3.57093,3.57093,0.785398,1.94994,3.72036,3.13371,0.779884,-1.26668,-0.149421,0.437224,0.00551403,3.21662
3.70882,3.70882,0.785398,1.95494,3.5848,3.46205,0.779794,-1.28333,0.124012,0.246767,0.00560395,3.23827
3.84705,3.84705,0.785398,1.95945,3.31806,3.2584,0.779869,-1.38759,0.528986,0.588648,0.00552878,3.34704
3.9856,3.9856,0.785398,1.9635,3.75218,3.56211,0.779776,-1.04366,0.233422,0.423492,0.00562218,3.00716
4.12445,4.12445,0.785398,1.96715,3.68663,3.97239,0.779941,-0.662652,0.437815,0.152054,0.00545724,2.62981
4.26354,4.26354,0.785398,1.97044,4.28668,4.18069,0.779559,-0.154591,-0.0231346,0.0828529,0.00583946,2.12503
4.40288,4.40288,0.785398,1.97339,4.09215,4.34666,0.779411,-0.253854,0.310726,0.0562188,0.00598723,2.22725
4.54242,4.54242,0.785398,1.97605,4.49736,4.53081,0.77947,-0.408279,0.0450564,0.0116094,0.00592795,2.38433
4.68214,4.68214,0.785398,1.97845,4.92256,4.54472,0.779508,-0.515025,-0.240415,0.137421,0.00588986,2.49347
4.82204,4.82204,0.785398,1.9806,4.73728,5.03756,0.779494,-0.464611,0.084757,-0.215523,0.00590426,2.44522
4.96209,4.96209,0.785398,1.98254,5.06731,4.90647,0.779648,-0.481115,-0.105222,0.0556244,0.00575058,2.46366
5.10228,5.10228,0.785398,1.98429,5.00849,4.95439,0.779727,-0.459328,0.0937865,0.147887,0.00567101,2.44362
5.24259,5.24259,0.785398,1.98586,5.20497,5.62891,0.779615,-0.508792,0.0376204,-0.386325,0.00578329,2.49465
5.38301,5.38301,0.785398,1.98727,5.53677,5.17069,0.779715,-0.408919,-0.153763,0.21232,0.00568335,2.39619
5.52353,5.52353,0.785398,1.98855,5.85077,5.29785,0.779692,-0.112959,-0.327236,0.225684,0.00570652,2.10151
5.66414,5.66414,0.785398,1.98969,5.86145,5.91315,0.779491,0.0951868,-0.197306,-0.249012,0.00590703,1.89451
5.80484,5.80484,0.785398,1.99072,5.74439,5.87903,0.779402,0.243295,0.0604459,-0.0741959,0.00599589,1.74743
5.9456,5.9456,0.785398,1.99165,5.52769,6.22195,0.779578,0.531274,0.417913,-0.276345,0.00581996,1.46038
6.08643,6.08643,0.785398,1.99249,5.90407,6.2052,0.779787,0.530693,0.182363,-0.118769,0.00561161,1.46179
6.22732,6.22732,0.785398,1.99324,5.94678,6.28123,0.779783,0.562359,0.280544,-0.0539078,0.00561534,1.43088
6.36826,6.36826,0.785398,1.99391,6.41792,6.70209,0.779716,0.919324,-0.049659,-0.333828,0.00568205,1.07459
6.50926,6.50926,0.785398,1.99452,6.65052,6.58552,0.779772,1.05133,-0.141261,-0.0762682,0.00562629,0.943193
6.65029,6.65029,0.785398,1.99507,6.94864,6.60823,0.779825,1.11849,-0.298347,0.0420591,0.005573,0.876582
6.79136,6.79136,0.785398,1.99556,6.79415,6.76756,0.779829,1.10398,-0.00278282,0.0238021,0.00556923,0.891584
6.93247,6.93247,0.785398,1.99601,7.02401,7.05524,0.779801,1.17896,-0.0915354,-0.122769,0.00559692,0.817051
7.07361,7.07361,0.785398,1.99641,6.69979,7.32008,0.779841,1.10185,0.373822,-0.24647,0.00555693,0.894559
7.21478,7.21478,0.785398,1.99677,7.04492,6.86816,0.779851,0.78443,0.169859,0.346613,0.00554756,1.21234
7.35597,7.35597,0.785398,1.99709,7.28103,7.00337,0.77991,0.605473,0.0749357,0.352597,0.00548865,1.39162
7.49718,7.49718,0.785398,1.99738,7.83669,7.08545,0.779831,0.618825,-0.339504,0.411732,0.00556736,1.37855
7.63842,7.63842,0.785398,1.99764,7.942,7.61702,0.779782,0.779998,-0.303584,0.0214033,0.00561597,1.21764
7.77968,7.77968,0.785398,1.99788,7.96441,7.47411,0.779801,0.661554,-0.184738,0.305562,0.00559759,1.33632
7.92095,7.92095,0.785398,1.99809,7.88649,7.90354,0.779826,0.66171,0.0344589,0.0174024,0.00557223,1.33638
8.06223,8.06223,0.785398,1.99828,7.98576,7.95799,0.780117,0.857336,0.0764707,0.10424,0.00528094,1.14095
8.20353,8.20353,0.785398,1.99845,8.09471,8.17745,0.780138,0.928686,0.108819,0.0260821,0.00526062,1.06977
8.34484,8.34484,0.785398,1.99861,8.47066,7.76266,0.78029,0.841293,-0.125817,0.582181,0.00510773,1.15731
8.48617,8.48617,0.785398,1.99875,8.86458,8.4731,0.78018,1.5863,-0.378413,0.0130722,0.00521788,0.412449
8.6275,8.6275,0.785398,1.99887,8.6208,8.49644,0.779967,1.57433,0.00670505,0.131064,0.00543161,0.424545
8.76884,8.76884,0.785398,1.99898,9.15733,8.27994,0.779963,1.58006,-0.388483,0.488902,0.00543563,0.418921
8.91019,8.91019,0.785398,1.99909,8.77749,8.82293,0.780008,1.60579,0.132702,0.0872571,0.00539008,0.393297
9.05155,9.05155,0.785398,1.99918,8.64289,8.77758,0.780084,1.5251,0.408655,0.273967,0.00531382,0.474076
9.19291,9.19291,0.785398,1.99926,8.91237,8.9523,0.78013,1.55505,0.280544,0.240607,0.00526825,0.444211
9.33428,9.33428,0.785398,1.99933,9.47343,9.4017,0.780081,1.69163,-0.139154,-0.0674222,0.0053175,0.307701
9.47565,9.47565,0.785398,1.9994,9.11951,9.19521,0.779964,1.4046,0.356142,0.280449,0.00543391,0.594799
9.61703,9.61703,0.785398,1.99946,9.39322,9.5652,0.77988,1.50543,0.223813,0.0518319,0.00551843,0.494026
9.75842,9.75842,0.785398,1.99951,9.77244,9.65506,0.779946,1.53914,-0.0140208,0.103361,0.00545168,0.460379
9.8998,9.8998,0.785398,1.99956,10.4209,9.56776,0.780047,1.53321,-0.521103,0.332048,0.00535142,0.466352
10.0412,10.0412,0.785398,1.99961,10.0444,9.85292,0.780141,1.44011,-0.00316871,0.188271,0.00525692,0.5595
10.1826,10.1826,0.785398,1.99965,10.2474,10.0284,0.780581,1.41207,-0.0648049,0.154217,0.00481734,0.58758
10.324,10.324,0.785398,1.99968,10.728,10.2928,0.781115,1.74637,-0.40397,0.0311705,0.00428269,0.253313
10.4654,10.4654,0.785398,1.99971,11.0088,10.7946,0.7817,2.21647,-0.543416,-0.329218,0.00369773,-0.21676
10.6068,10.6068,0.785398,1.99974,10.6741,10.7745,0.781758,2.15463,-0.0673589,-0.16772,0.00363978,-0.154885
10.7482,10.7482,0.785398,1.99977,11.112,10.9151,0.781965,2.59299,-0.363831,-0.166871,0.00343297,-0.593218
10.8896,10.8896,0.785398,1.99979,11.3838,10.9492,0.782029,2.80327,-0.494241,-0.059611,0.00336958,-0.803481
11.031,11.031,0.785398,1.99981,11.3256,11.146,0.781946,2.89933,-0.294625,-0.115032,0.00345247,-0.899518
11.1724,11.1724,0.785398,1.99983,11.3107,10.8205,0.781669,2.62512,-0.138301,0.351894,0.0037291,-0.625285
11.3138,11.3138,0.785398,1.99985,11.704,10.7441,0.781507,2.47488,-0.390206,0.569689,0.00389079,-0.475031
11.4552,11.4552,0.785398,1.99986,11.8308,11.1907,0.781431,2.49544,-0.375562,0.264503,0.00396692,-0.495581
11.5966,11.5966,0.785398,1.99988,11.9697,11.5071,0.781476,2.41694,-0.373057,0.0895734,0.00392168,-0.417059
11.7381,11.7381,0.785398,1.99989,12.0923,11.7069,0.781527,2.61969,-0.354242,0.0311576,0.0038711,-0.619799
11.8795,11.8795,0.785398,1.9999,11.743,12.1094,0.781677,2.49474,0.136485,-0.22993,0.00372078,-0.494839
12.0209,12.0209,0.785398,1.99991,12.1555,12.0776,0.781733,2.43705,-0.134647,-0.0567556,0.00366479,-0.43714
12.1623,12.1623,0.785398,1.99992,12.3713,12.4817,0.781687,2.35526,-0.208974,-0.31936,0.00371137,-0.355341
12.3037,12.3037,0.785398,1.99993,11.9453,12.3687,0.781636,2.14458,0.358407,-0.0649764,0.00376242,-0.144648
12.4451,12.4451,0.785398,1.99993,12.394,12.3273,0.781528,2.04896,0.0510992,0.117795,0.00386977,-0.0490297
12.5865,12.5865,0.785398,1.99994,12.6354,11.708,0.781585,2.08827,-0.0488507,0.878507,0.0038134,-0.0883324
12.728,12.728,0.785398,1.99995,12.8072,12.5105,0.781638,2.33119,-0.0792086,0.217411,0.00376047,-0.331239
12.8694,12.8694,0.785398,1.99995,12.4856,12.645,0.781525,2.10706,0.383762,0.22439,0.00387289,-0.107111
13.0108,13.0108,0.785398,1.99996,12.6877,12.8119,0.781585,1.995,0.323133,0.198849,0.00381324,0.00496081
13.1522,13.1522,0.785398,1.99996,13.1746,12.6125,0.781583,1.95708,-0.0224302,0.5397,0.00381526,0.0428805
13.2936,13.2936,0.785398,1.99997,13.4192,13.24,0.781575,2.04448,-0.125579,0.0536007,0.00382363,-0.0445184
13.4351,13.4351,0.785398,1.99997,13.5911,13.3507,0.781652,1.82778,-0.156012,0.0843162,0.00374588,0.172191
13.5765,13.5765,0.785398,1.99997,13.9523,13.4315,0.781849,1.64928,-0.375829,0.14492,0.00354868,0.350689
13.7179,13.7179,0.785398,1.99997,14.0925,13.4618,0.782162,1.39646,-0.374642,0.256139,0.00323647,0.603519
13.8593,13.8593,0.785398,1.99998,14.1536,13.7469,0.782302,1.49712,-0.294248,0.11242,0.00309625,0.502855
14.0007,14.0007,0.785398,1.99998,14.1508,13.7306,0.782502,1.26472,-0.150044,0.27013,0.00289658,0.735262
14.1421,14.1421,0.785398,1.99998,14.0396,14.5223,0.78243,1.60433,0.102566,-0.380148,0.00296788,0.395649
14.2836,14.2836,0.785398,1.99998,14.4333,14.6353,0.782645,1.98784,-0.149712,-0.351696,0.0027531,0.0121463
14.425,14.425,0.785398,1.99998,14.8484,14.3526,0.783372,2.32236,-0.423448,0.072362,0.00202617,-0.322373
14.5664,14.5664,0.785398,1.99999,15.5028,14.1085,0.783919,2.25857,-0.93637,0.457889,0.00147961,-0.258584
14.7078,14.7078,0.785398,1.99999,15.7914,14.5964,0.783967,2.4056,-1.0836,0.111429,0.00143144,-0.40561
14.8493,14.8493,0.785398,1.99999,15.1593,14.7872,0.784237,2.13342,-0.31001,0.0620821,0.00116085,-0.133433
14.9907,14.9907,0.785398,1.99999,15.4659,14.94,0.784424,2.22485,-0.475234,0.0507067,0.000973877,-0.224858
15.1321,15.1321,0.785398,1.99999,15.2779,15.0103,0.784359,2.12532,-0.145773,0.121777,0.00103938,-0.125332
15.2735,15.2735,0.785398,1.99999,15.8238,15.035,0.784443,2.15174,-0.550293,0.238555,0.000955099,-0.151748
15.4149,15.4149,0.785398,1.99999,15.4926,15.1817,0.784266,1.95561,-0.0776223,0.233264,0.00113193,0.0443803
15.5564,15.5564,0.785398,1.99999,15.6593,15.593,0.784116,2.03513,-0.102936,-0.0366856,0.00128253,-0.0351352
15.6978,15.6978,0.785398,1.99999,15.7252,15.772,0.784043,1.99646,-0.0273925,-0.0741811,0.00135484,0.00353903
15.8392,15.8392,0.785398,1.99999,15.4158,16.1965,0.783998,1.96288,0.423354,-0.357303,0.0014006,0.037118
15.9806,15.9806,0.785398,2,16.1012,16.4129,0.783817,1.96926,-0.120568,-0.432256,0.00158066,0.0307359
16.122,16.122,0.785398,2,16.1475,16.4518,0.783822,1.95312,-0.0255011,-0.329757,0.0015766,0.0468788
16.2635,16.2635,0.785398,2,16.7584,16.2593,0.783873,1.97559,-0.494939,0.00417757,0.00152519,0.0244058
16.4049,16.4049,0.785398,2,16.668,16.4162,0.78383,1.9903,-0.263082,-0.0113385,0.00156829,0.00969676
16.5463,16.5463,0.785398,2,16.1384,16.4529,0.783748,1.96184,0.40793,0.0934038,0.00164993,0.0381531
16.6877,16.6877,0.785398,2,16.4453,15.9359,0.783913,1.91888,0.242464,0.751851,0.00148551,0.0811159
16.8291,16.8291,0.785398,2,16.1219,16.644,0.78388,1.67604,0.707257,0.185146,0.00151803,0.323956
16.9706,16.9706,0.785398,2,16.3668,16.9724,0.783854,1.55836,0.603807,-0.00187967,0.00154444,0.441634
17.112,17.112,0.785398,2,16.5296,17.2092,0.783839,1.32114,0.582428,-0.0972467,0.00155939,0.678863
17.2534,17.2534,0.785398,2,16.8252,17.5415,0.783837,0.998914,0.428243,-0.288093,0.00156071,1.00108
17.3948,17.3948,0.785398,2,17.1356,17.5164,0.784083,0.378204,0.259209,-0.121535,0.00131564,1.62179
17.5362,17.5362,0.785398,2,17.1495,17.7654,0.7843,0.107513,0.386722,-0.229105,0.0010983,1.89249
17.6777,17.6777,0.785398,2,17.6193,17.576,0.78434,0.182927,0.0583403,0.10163,0.00105771,1.81707
17.8191,17.8191,0.785398,2,18.0387,17.8242,0.784195,0.333912,-0.21963,-0.00511538,0.00120318,1.66609
17.9605,17.9605,0.785398,2,17.4876,17.8008,0.784383,-0.19566,0.472912,0.159736,0.00101525,2.19566
18.1019,18.1019,0.785398,2,17.8371,18.1303,0.784611,-0.00950998,0.264792,-0.0283739,0.000787377,2.00951
18.2434,18.2434,0.785398,2,18.1741,18.5386,0.784536,0.45667,0.0692091,-0.295203,0.000861893,1.54333
18.3848,18.3848,0.785398,2,18.0936,18.3621,0.784431,0.364328,0.291187,0.0226933,0.000967013,1.63567
18.5262,18.5262,0.785398,2,18.2754,18.476,0.784225,0.57638,0.250807,0.0501585,0.0011736,1.42362
18.6676,18.6676,0.785398,2,18.4071,19.0954,0.784228,0.599731,0.260489,-0.42783,0.00117017,1.40027
18.809,18.809,0.785398,2,18.4228,18.6031,0.784157,0.582673,0.386214,0.205937,0.00124095,1.41733
18.9505,18.9505,0.785398,2,18.5518,18.653,0.78436,0.622342,0.398706,0.297477,0.00103821,1.37766
19.0919,19.0919,0.785398,2,19.3144,18.8558,0.784447,1.09452,-0.222473,0.2361,0.000950985,0.905477
19.2333,19.2333,0.785398,2,19.5578,18.954,0.784401,1.28656,-0.324518,0.279345,0.000996763,0.71344
19.3747,19.3747,0.785398,2,19.3834,19.0954,0.784537,1.02342,-0.00869666,0.279277,0.000861042,0.976576
19.5161,19.5161,0.785398,2,19.2216,19.5996,0.784717,1.21741,0.294523,-0.0834724,0.000681218,0.782589
19.6576,19.6576,0.785398,2,19.6913,19.6931,0.784866,1.53753,-0.0336973,-0.0355146,0.00053255,0.462474
19.799,19.799,0.785398,2,20.0367,20.4007,0.784915,1.68079,-0.237727,-0.601745,0.000482783,0.319206
19.9404,19.9404,0.785398,2,20.2676,20.0793,0.785018,1.40852,-0.327225,-0.138927,0.000380365,0.59148
20.0818,20.0818,0.785398,2,20.198,20.1171,0.785078,1.60501,-0.116166,-0.0352444,0.000320274,0.394986
20.2233,20.2233,0.785398,2,20.1015,20.2842,0.785103,1.6673,0.121726,-0.0609935,0.000294988,0.332703
20.3647,20.3647,0.785398,2,19.9988,20.2346,0.784952,1.63722,0.365827,0.130045,0.000445708,0.362782
20.5061,20.5061,0.785398,2,19.941,20.5112,0.784824,1.67422,0.5651,-0.00506804,0.000574566,0.32578
20.6475,20.6475,0.785398,2,20.0776,21.022,0.784667,1.78235,0.569944,-0.374451,0.000731437,0.217645
20.7889,20.7889,0.785398,2,20.3137,20.7908,0.784889,1.7048,0.47526,-0.00185389,0.000509632,0.295197
20.9304,20.9304,0.785398,2,20.4808,20.9416,0.784824,1.84027,0.449564,-0.0112744,0.000573809,0.159729
21.0718,21.0718,0.785398,2,20.8647,20.8197,0.784757,2.03405,0.207059,0.25208,0.00064114,-0.0340518
21.2132,21.2132,0.785398,2,21.2778,20.9905,0.784476,2.15158,-0.0645733,0.222694,0.000922464,-0.151577
21.3546,21.3546,0.785398,2,20.7042,21.4719,0.784678,2.15899,0.650375,-0.117318,0.000720433,-0.158994
21.496,21.496,0.785398,2,21.1169,21.5665,0.784551,2.0458,0.379127,-0.0704919,0.000846933,-0.0458023
21.6375,21.6375,0.785398,2,21.0075,21.6718,0.78455,2.03945,0.629997,-0.0342884,0.000847718,-0.0394522
21.7789,21.7789,0.785398,2,21.4501,21.4841,0.784322,2.16166,0.328793,0.294807,0.00107575,-0.161658
21.9203,21.9203,0.785398,2,21.9269,21.917,0.784582,2.27936,-0.00656387,0.00328439,0.000815953,-0.279359
22.0617,22.0617,0.785398,2,21.7407,22.0464,0.784413,1.98801,0.321008,0.0153224,0.000985541,0.0119939
22.2032,22.2032,0.785398,2,22.2865,22.6848,0.784518,2.69114,-0.083315,-0.481675,0.000879855,-0.691137
22.3446,22.3446,0.785398,2,22.4297,22.328,0.784428,2.23019,-0.0851712,0.0165377,0.000970286,-0.230187
22.486,22.486,0.785398,2,22.6261,22.4354,0.784647,2.26294,-0.140055,0.0505837,0.000751414,-0.262941
22.6274,22.6274,0.785398,2,22.6587,22.625,0.784517,2.32741,-0.031276,0.00240127,0.000881543,-0.327411
22.7688,22.7688,0.785398,2,22.6707,22.6166,0.784441,2.15543,0.0981371,0.152243,0.000957072,-0.155434
22.9103,22.9103,0.785398,2,22.5245,23.0913,0.784421,2.84458,0.385758,-0.181067,0.000977057,-0.844582
23.0517,23.0517,0.785398,2,23.0399,23.4448,0.78433,3.23903,0.0118133,-0.393143,0.00106853,-1.23903
23.1931,23.1931,0.785398,2,23.7201,23.2818,0.784204,3.44861,-0.527004,-0.088731,0.00119454,-1.44861
23.3345,23.3345,0.785398,2,23.7619,23.0221,0.784247,3.33299,-0.427346,0.312434,0.00115163,-1.33299
23.4759,23.4759,0.785398,2,23.7728,23.3858,0.784306,3.45859,-0.296852,0.0901235,0.00109187,-1.45859
23.6174,23.6174,0.785398,2,23.5947,23.5393,0.784178,3.48866,0.0226689,0.0780553,0.00122032,-1.48866
23.7588,23.7588,0.785398,2,23.6435,23.6409,0.78404,3.48657,0.115258,0.117906,0.00135814,-1.48657
23.9002,23.9002,0.785398,2,23.4644,23.879,0.78392,3.54343,0.435829,0.0212501,0.00147818,-1.54343
24.0416,24.0416,0.785398,2,23.841,24.5098,0.783919,3.87309,0.200613,-0.468183,0.00147965,-1.87309
24.1831,24.1831,0.785398,2,24.3624,24.6128,0.783942,3.83561,-0.179322,-0.429757,0.00145586,-1.83561
24.3245,24.3245,0.785398,2,24.5871,24.43,0.783927,3.59706,-0.262663,-0.105568,0.00147095,-1.59706
24.4659,24.4659,0.785398,2,24.0392,24.2073,0.78431,3.75947,0.426679,0.258607,0.00108849,-1.75947
24.6073,24.6073,0.785398,2,24.5372,24.4989,0.784396,3.91721,0.0701449,0.10843,0.00100238,-1.91721
24.7487,24.7487,0.785398,2,24.934,24.5952,0.78464,3.95877,-0.18529,0.153574,0.000758517,-1.95877
24.8902,24.8902,0.785398,2,25.3877,25.1195,0.784692,4.02242,-0.497535,-0.229306,0.000705931,-2.02242
25.0316,25.0316,0.785398,2,25.0272,24.8781,0.784907,3.77438,0.00439854,0.153513,0.000491509,-1.77438
25.173,25.173,0.785398,2,25.2539,24.889,0.785086,3.74195,-0.0808895,0.283983,0.000311769,-1.74195
25.3144,25.3144,0.785398,2,24.966,25.4014,0.7852,3.61106,0.348415,-0.0869872,0.000198601,-1.61106
25.4558,25.4558,0.785398,2,25.1894,25.2666,0.785376,3.45846,0.266445,0.189237,2.22185e-05,-1.45846
25.5973,25.5973,0.785398,2,25.6424,25.3537,0.785339,3.44781,-0.0451557,0.243538,5.90296e-05,-1.44781
25.7387,25.7387,0.785398,2,25.9923,26.1932,0.785427,4.06985,-0.253636,-0.454563,-2.86095e-05,-2.06985
25.8801,25.8801,0.785398,2,26.116,25.805,0.785639,3.04981,-0.235842,0.0751577,-0.000240696,-1.04981
26.0215,26.0215,0.785398,2,25.7857,25.6154,0.785733,2.34875,0.23585,0.406126,-0.000335214,-0.348753
26.163,26.163,0.785398,2,26.025,26.7427,0.785715,3.21355,0.137968,-0.579731,-0.000316983,-1.21355
26.3044,26.3044,0.785398,2,26.3507,26.5186,0.785841,3.03355,-0.0463081,-0.214246,-0.000442895,-1.03355
26.4458,26.4458,0.785398,2,26.5088,26.6325,0.786111,3.00074,-0.0630465,-0.186679,-0.000713317,-1.00074
26.5872,26.5872,0.785398,2,26.6881,26.6641,0.786271,2.95974,-0.10089,-0.076849,-0.000872922,-0.959745
26.7286,26.7286,0.785398,2,26.5594,26.6178,0.786158,2.88145,0.169201,0.11083,-0.000760053,-0.881446
26.8701,26.8701,0.785398,2,26.2818,26.5267,0.785809,2.90873,0.588307,0.343318,-0.000410736,-0.908727
27.0115,27.0115,0.785398,2,26.9372,26.487,0.785685,3.03354,0.0742331,0.524463,-0.000287146,-1.03354
27.1529,27.1529,0.785398,2,27.4864,27.0338,0.785219,3.21327,-0.333491,0.119103,0.000179567,-1.21327
27.2943,27.2943,0.785398,2,27.7679,27.2412,0.784974,3.27976,-0.473583,0.0531691,0.000424543,-1.27976
27.4357,27.4357,0.785398,2,28.0961,27.1365,0.784768,3.33088,-0.660363,0.299247,0.000630392,-1.33088
27.5772,27.5772,0.785398,2,27.8344,26.9797,0.784864,3.46822,-0.257194,0.597462,0.000534588,-1.46822
27.7186,27.7186,0.785398,2,27.6715,27.2937,0.784474,3.59713,0.0470708,0.42485,0.000923941,-1.59713
27.86,27.86,0.785398,2,28.2578,27.6435,0.784369,3.6924,-0.397824,0.216536,0.00102896,-1.6924
28.0014,28.0014,0.785398,2,28.4026,28.3812,0.7843,3.80273,-0.401181,-0.379738,0.00109781,-1.80273
28.1428,28.1428,0.785398,2,28.4519,28.5203,0.784349,3.76318,-0.309052,-0.377486,0.00104886,-1.76318
28.2843,28.2843,0.785398,2,28.6019,28.8607,0.784432,3.85146,-0.317594,-0.576381,0.000965698,-1.85146
28.4257,28.4257,0.785398,2,28.1977,28.6354,0.784583,3.12759,0.227987,-0.209737,0.00081547,-1.12759
28.5671,28.5671,0.785398,2,28.4047,28.694,0.784485,3.23795,0.162373,-0.126855,0.000913158,-1.23795
28.7085,28.7085,0.785398,2,29.0801,27.9286,0.784223,3.14508,-0.371547,0.779948,0.00117496,-1.14508
28.85,28.85,0.785398,2,29.4105,28.2156,0.784195,3.15213,-0.56055,0.634331,0.00120339,-1.15213
28.9914,28.9914,0.785398,2,29.1279,28.676,0.784303,2.96953,-0.136538,0.315387,0.00109486,-0.969534
29.1328,29.1328,0.785398,2,29.0411,29.213,0.784312,2.71322,0.0916846,-0.080189,0.00108606,-0.713215
29.2742,29.2742,0.785398,2,28.983,29.8487,0.78441,2.77867,0.291197,-0.574484,0.00098805,-0.778672
29.4156,29.4156,0.785398,2,29.3485,29.6432,0.784559,2.55968,0.0671056,-0.227576,0.000838891,-0.559676
29.5571,29.5571,0.785398,2,29.6895,29.4333,0.784692,2.44054,-0.132391,0.123805,0.000706609,-0.440542
29.6985,29.6985,0.785398,2,30.2639,29.9317,0.784773,2.73028,-0.565396,-0.233171,0.00062486,-0.730276
29.8399,29.8399,0.785398,2,30.7346,29.9919,0.784648,2.83147,-0.894689,-0.152005,0.000750493,-0.831468
29.9813,29.9813,0.785398,2,29.8541,30.1739,0.784926,2.2992,0.127274,-0.192601,0.000472244,-0.299196
30.1227,30.1227,0.785398,2,30.3644,30.2508,0.784884,2.41766,-0.241652,-0.128052,0.000514255,-0.417662
30.2642,30.2642,0.785398,2,30.124,30.4369,0.784924,1.95691,0.14019,-0.172705,0.000474325,0.0430853
30.4056,30.4056,0.785398,2,30.4557,30.3612,0.784893,1.84178,-0.0501033,0.0444005,0.000505104,0.158222
30.547,30.547,0.785398,2,30.9038,30.0438,0.784804,1.77187,-0.356791,0.5032,0.000594515,0.228126
30.6884,30.6884,0.785398,2,30.423,30.4351,0.784815,1.76506,0.265472,0.253341,0.000583366,0.234936
30.8299,30.8299,0.785398,2,30.5445,30.7577,0.784948,1.86134,0.285373,0.0721358,0.000450271,0.138656
30.9713,30.9713,0.785398,2,31.0516,30.974,0.78491,2.13026,-0.0803193,-0.00273696,0.000488074,-0.130257
31.1127,31.1127,0.785398,2,30.7287,31.3699,0.7846,2.03206,0.383966,-0.257182,0.00079768,-0.0320633
31.2541,31.2541,0.785398,2,30.8256,31.5293,0.784419,2.13765,0.428517,-0.275144,0.000978853,-0.137648
31.3955,31.3955,0.785398,2,30.97,31.4268,0.784159,2.01964,0.425548,-0.0312654,0.00123881,-0.0196438
31.537,31.537,0.785398,2,30.3703,31.7206,0.783862,0.949068,1.16663,-0.183615,0.00153575,1.05093
31.6784,31.6784,0.785398,2,30.7052,31.9203,0.783909,1.28754,0.973153,-0.241945,0.00148903,0.712456
31.8198,31.8198,0.785398,2,31.4562,32.1003,0.784048,1.76362,0.363579,-0.280532,0.00135036,0.236377
31.9612,31.9612,0.785398,2,31.3208,32.0664,0.783949,1.40518,0.640441,-0.10514,0.00144938,0.594824
32.1026,32.1026,0.785398,2,32.2259,32.0599,0.783929,1.85305,-0.123276,0.0427936,0.00146926,0.146945
32.2441,32.2441,0.785398,2,32.2958,31.902,0.784024,1.76269,-0.0517355,0.342079,0.00137448,0.237306
32.3855,32.3855,0.785398,2,32.8421,32.1594,0.784016,1.89295,-0.456626,0.226049,0.00138246,0.107049
32.5269,32.5269,0.785398,2,32.8119,32.6702,0.784263,2.17857,-0.284999,-0.143293,0.0011349,-0.178565
32.6683,32.6683,0.785398,2,32.1659,32.3055,0.784005,1.70373,0.502432,0.362784,0.00139365,0.296267
32.8098,32.8098,0.785398,2,32.5559,32.8123,0.784032,1.82512,0.253875,-0.00252849,0.00136606,0.174884
32.9512,32.9512,0.785398,2,33.0158,33.2361,0.784304,2.01242,-0.0646365,-0.284926,0.00109377,-0.0124219
33.0926,33.0926,0.785398,2,33.2799,33.4449,0.784292,2.03179,-0.187282,-0.352263,0.00110649,-0.0317866
33.234,33.234,0.785398,2,33.3684,33.7109,0.784096,1.96783,-0.134356,-0.476907,0.00130175,0.0321663
33.3754,33.3754,0.785398,2,33.4429,33.6557,0.784087,1.8252,-0.0674404,-0.280291,0.00131086,0.1748
33.5169,33.5169,0.785398,2,33.4828,33.3325,0.784036,1.64224,0.0340874,0.184377,0.00136179,0.357762
33.6583,33.6583,0.785398,2,33.3907,33.4439,0.784042,1.6675,0.267612,0.214348,0.0013564,0.332504
33.7997,33.7997,0.785398,2,33.5716,33.5921,0.78419,1.76974,0.228062,0.207629,0.0012077,0.230262
33.9411,33.9411,0.785398,2,33.97,33.6244,0.784093,1.71148,-0.0288881,0.316768,0.00130564,0.288518
34.0825,34.0825,0.785398,2,34.3308,34.0991,0.784245,1.59365,-0.248251,-0.0165537,0.00115302,0.406346
34.224,34.224,0.785398,2,34.7304,34.1565,0.784174,1.26302,-0.506463,0.0674296,0.00122411,0.736983
34.3654,34.3654,0.785398,2,34.3908,34.263,0.784207,1.14637,-0.0254531,0.102392,0.00119117,0.853632
34.5068,34.5068,0.785398,2,34.6179,34.6034,0.784181,1.41409,-0.111125,-0.096568,0.00121745,0.585907
34.6482,34.6482,0.785398,2,34.9917,35.0353,0.784088,1.50423,-0.343504,-0.387116,0.00131015,0.495765
34.7897,34.7897,0.785398,2,34.6625,35.0389,0.784295,1.42139,0.12712,-0.249266,0.00110338,0.578613
34.9311,34.9311,0.785398,2,34.8092,34.892,0.784358,1.39611,0.121873,0.0390783,0.00103994,0.603891
35.0725,35.0725,0.785398,2,35.2994,35.2327,0.784245,1.63661,-0.226891,-0.160249,0.00115293,0.363394
